team_key,school_key,college_name,team_name,preferred_region,admitted_region,seed_rank_in_region,seed_tier,ranking_source,ranking_global_rank,ranking_score,shape_rank,program_base_theta,prior_delta_theta,regional_pre_theta,regional_pre_rating,pre_signal_sd_theta,pre_signal_sd_rating,rmuc_history_strength,beta_perf,mu0,sigma0
天津大学::北洋机甲,天津大学,天津大学,北洋机甲,北部赛区,北部赛区,15,tier2,1884,46,10.86,63,0.5988378184912188,-0.0580874851373492,0.5407503333538696,1573.0012950027724,0.3649908455211792,49.273764145359195,0.8919799962497319,1.8179707527160645,1573.0012950027724,49.273764145359195
四川大学::火锅,四川大学,四川大学,火锅,北部赛区,北部赛区,16,tier2,1884,50,9.85,73,0.30228596150219444,-0.22783267980253127,0.07445328169966317,1510.0511930294545,0.2919926764169434,39.41901131628735,0.9151524193777315,1.8179707527160645,1510.0511930294545,39.41901131628735
沈阳理工大学::Ambition,沈阳理工大学,沈阳理工大学,Ambition,北部赛区,北部赛区,17,unseeded,1884,51,9.505,24,0.17749723139995285,0.3045360893110431,0.4820333207109959,1565.0744982959845,0.2919926764169434,39.41901131628735,0.767319880817145,1.8179707527160645,1565.0744982959845,39.41901131628735
香港科技大学::ENTERPRIZE,香港科技大学,香港科技大学,ENTERPRIZE,北部赛区,北部赛区,18,unseeded,1884,55,9.25,72,0.0900055396961959,-0.4430019718867326,-0.3529964321905367,1452.3454816542776,0.2919926764169434,39.41901131628735,0.5264929714401263,1.8179707527160645,1452.3454816542776,39.41901131628735
东北大学秦皇岛分校::征龙凌沧,东北大学秦皇岛分校,东北大学秦皇岛分校,征龙凌沧,北部赛区,北部赛区,19,unseeded,1884,63,8.515,45,-0.019008700909340853,0.02775461085765747,0.008745909948316616,1501.1806978430227,0.2919926764169434,39.41901131628735,0.6502436060030058,1.8179707527160645,1501.1806978430227,39.41901131628735
长安大学::VGD,长安大学,长安大学,VGD,北部赛区,北部赛区,20,unseeded,1884,72,8.17,17,-0.39082760834651586,0.16476456877208112,-0.22606303957443474,1469.4814896574512,0.2919926764169434,39.41901131628735,0.6093956999764969,1.8179707527160645,1469.4814896574512,39.41901131628735
北京信息科技大学::星辰,北京信息科技大学,北京信息科技大学,星辰,北部赛区,北部赛区,21,unseeded,1884,74,8.07,93,-0.992035400643148,-0.5551368051774612,-1.5471722058206092,1291.1317522142178,0.3649908455211792,49.273764145359195,0.5500259103962417,1.8179707527160645,1291.1317522142178,49.273764145359195
山东理工大学::齐奇,山东理工大学,山东理工大学,齐奇,北部赛区,北部赛区,22,unseeded,1884,77,7.9,43,-0.10153968510288813,-0.19572885497330947,-0.29726854007619763,1459.8687470897132,0.2919926764169434,39.41901131628735,0.6015127105241092,1.8179707527160645,1459.8687470897132,39.41901131628735
河北科技大学::Actor&Thinker,河北科技大学,河北科技大学,Actor&Thinker,北部赛区,北部赛区,23,unseeded,1884,79,7.85,39,0.2511928220124662,0.3265206483243336,0.5777134703367998,1577.991318495468,0.2919926764169434,39.41901131628735,0.6022997245621721,1.8179707527160645,1577.991318495468,39.41901131628735
成都信息工程大学::风信子,成都信息工程大学,成都信息工程大学,风信子,北部赛区,北部赛区,24,unseeded,1884,82,7.775,50,0.1399569809436798,0.0015607148420253773,0.1415176957857052,1519.1048889310703,0.2919926764169434,39.41901131628735,0.6151392310964295,1.8179707527160645,1519.1048889310703,39.41901131628735
